,Hotel_Name,Hotel_Address,lat,lng,Reviewer_Average_Score,Total_No_Of_Reviewers,Non_Reviewer_Average_Score
433036,Vincci Gala,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,41.3895263,2.1747136,8.74251497006,167,9.18586956522
433203,Catalonia Square 4 Sup,Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,41.3885658,2.1712991,9.47688787185,437,9.2303030303
433640,H10 Universitat,Ronda Universitat 21 Eixample 08007 Barcelona Spain,41.3869565,2.1665338,8.64214285714,280,8.20948905109
434204,Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036 Barcelona Spain,41.4226648,2.1464261,8.62788944724,398,8.18963414634
434602,Gallery Hotel,Rossell 249 Eixample 08008 Barcelona Spain,41.3949242,2.1593099,9.12715517241,232,9.0452173913
434834,Hotel Omm,Rossell 265 Eixample 08008 Barcelona Spain,41.3962468,2.1609551,8.92180451128,133,8.86813186813
434967,Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,41.4047382,2.1727127,8.94566473988,519,8.10697674419
435486,Evenia Rossello,Rossello 191 Eixample 08036 Barcelona Spain,41.3920254,2.1554675,8.21609195402,87,8.16216216216
438979,Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,41.385817,2.1256789,8.41841155235,277,8.94217687075
439256,Hotel Neri,San Sever 5 Ciutat Vella 08002 Barcelona Spain,41.3832498,2.1753483,9.34078947368,76,8.94523809524
439332,Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,41.3976233,2.188975,8.75212355212,518,8.88581314879
439850,Hotel Espa a Ramblas,Sant Pau 9 11 Ciutat Vella 08001 Barcelona Spain,41.3799209,2.1728181,8.79656716418,670,8.47918088737
440520,Abba Garden,Santa Rosa Esplugues 33 08950 Barcelona Spain,41.3854716,2.1018835,8.0376,125,7.66111111111
440645,Zenit Barcelona,Santal 8 Sarri St Gervasi 08021 Barcelona Spain,41.3949199,2.1468594,8.08101265823,79,8.12678571429
449422,Hotel Advance,Sep lveda 180 Eixample 08011 Barcelona Spain,,,8.45,28,8.06666666667
468018,NH Barcelona Stadium,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,41.3812574,2.1269078,8.12897727273,176,8.05405405405
468773,Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,41.3999934,2.1452467,8.20217391304,46,7.75526315789
468819,H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,41.388024,2.1731556,9.34947643979,382,9.20825242718
469201,Sunotel Club Central,Valencia 157 Eixample 08011 Barcelona Spain,41.38793,2.1568061,8.18403990025,401,8.22782608696
471302,Hotel Balmoral,Via Augusta 5 08006 Barcelona Spain,41.3961294,2.1551626,8.43,140,8.10217391304
478394,Exe Laietana Palace,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,41.3833541,2.1794038,7.84882075472,424,8.02259887006
478818,Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,41.3849695,2.1776631,9.06946308725,298,8.56993464052
479116,Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,41.3860521,2.176157,7.00909090909,264,7.26666666667
479380,Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,41.3870479,2.174336,9.07765667575,367,8.82515337423
479747,Barcelona Hotel Colonial,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,41.3822909,2.1807447,7.76481481481,54,7.86129032258
498819,Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain,41.3766732,2.1524478,8.27398843931,173,8.33982300885
498992,Vilana Hotel,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,41.4047934,2.1288527,8.46935483871,62,7.64333333333
499054,Acevi Villarroel,Villarroel 106 Eixample 08011 Barcelona Spain,41.3853781,2.1567228,7.65142045455,352,8.02255319149
